,Mean NC18O (cm-2),Standard deviation NC18O (cm-2),Median NC18O (cm-2),Min NC18O (cm-2),Max NC18O (cm-2),M (M_sun),u M (M_sun),t_freefall (yr),u t_freefall (yr),dotM_in (M_sun/yr) (M_star=0.39Msun),u dotM_in (M_sun/yr),Sum NC18O (cm-2 Npx),u Sum NC18O (cm-2 Npx)
Kink,1901429341058816.5,833061622853597.1,1931092110899324.0,300540469932626.6,3873691004036763.0,0.011543617660481911,5.886244460688786e-05,21323.36035542574,820.1292444394519,5.413601546880313e-07,2.1003735211430153e-08,1.9204436344694047e+18,9792597986122716.0
