,Offset_au,Vel_red_nonconv,Vel_red,Vel_blue_nonconv,Vel_blue
185,857.8595317725753,9.396678953035787,9.398009830909798,6.275389265793609,6.275318208291859
186,867.8929765886287,9.384123679126969,9.38545011919199,6.281997202784885,6.281933861414249
187,877.9264214046825,9.371901301396472,9.37312529614435,6.28859573332898,6.288533575985726
188,887.9598662207359,9.359725388467186,9.361028336119341,6.295183922225449,6.295119591986765
189,897.9933110367892,9.347996470378911,9.349152460204326,6.301760858624636,6.301692801639286
190,908.026755852843,9.336328044799151,9.337491118917752,6.30832565588106,6.308253253297609
191,918.0602006688964,9.32491833011114,9.326037971631305,6.314877451390133,6.314800529570077
192,928.0936454849498,9.313723486085596,9.31478693797439,6.321415406409089,6.321333981817717
193,938.1270903010036,9.302623698102565,9.303732188711434,6.327938705862942,6.327852872647404
194,948.160535117057,9.291871570744942,9.292868143662888,6.334446558136359,6.334356434523749
195,958.1939799331103,9.281155991424129,9.282189455603463,6.340938194852233,6.340843909011214
196,968.2274247491641,9.27073458700801,9.271690978313298,6.347412870637777,6.347314549378451
197,978.2608695652175,9.26043034236389,9.261367793834726,6.353869862878941,6.35376763159169
198,988.2943143812709,9.250277117399483,9.251215194212627,6.360308471463908,6.360202454062436
199,998.3277591973247,9.240358811803553,9.24122868329843,6.366728018516435,6.3666183373849226
